.imp,hispanic,black,api,aian,state
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Iowa
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Kentucky
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Montana
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,Mississippi
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Nebraska
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Kansas
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Iowa
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Maine
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,West Virginia
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Maine
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Mississippi
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Kentucky
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Iowa
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Kentucky
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,New Hampshire
12,NA,NA,NA,NA,New Jersey
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Wyoming
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Kansas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Idaho
12,NA,NA,NA,NA,Kentucky
12,NA,NA,NA,NA,Minnesota
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Mississippi
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Montana
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Mississippi
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Kansas
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Kansas
12,NA,NA,NA,NA,Mississippi
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Wyoming
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,New Jersey
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Idaho
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Nebraska
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,New Jersey
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Connecticut
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Maryland
12,NA,NA,NA,NA,Idaho
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Maryland
12,NA,NA,NA,NA,Maine
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Minnesota
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Hawaii
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Kansas
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,District of Columbia
12,NA,NA,NA,NA,Idaho
12,NA,NA,NA,NA,New Jersey
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,New Hampshire
12,NA,NA,NA,NA,Maine
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,New Hampshire
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Maryland
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Maryland
12,NA,NA,NA,NA,Minnesota
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Idaho
12,NA,NA,NA,NA,Iowa
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Kansas
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Hawaii
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Kentucky
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,Mississippi
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Hawaii
12,NA,NA,NA,NA,Iowa
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Massachusetts
12,NA,NA,NA,NA,Mississippi
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Alaska
12,NA,NA,NA,NA,New Jersey
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Hawaii
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,West Virginia
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Connecticut
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Maine
12,NA,NA,NA,NA,Minnesota
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,West Virginia
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Delaware
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,West Virginia
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Massachusetts
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Minnesota
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Massachusetts
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,Mississippi
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,New Jersey
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Kansas
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Virginia
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Connecticut
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Maryland
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,New Jersey
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,District of Columbia
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Massachusetts
12,NA,NA,NA,NA,Kentucky
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,New Hampshire
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,New Hampshire
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,North Dakota
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Maryland
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Idaho
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Alaska
12,NA,NA,NA,NA,Maine
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Iowa
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Maryland
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Kentucky
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Idaho
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Washington
12,NA,NA,NA,NA,Nebraska
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Connecticut
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,District of Columbia
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Connecticut
12,NA,NA,NA,NA,Connecticut
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,West Virginia
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Kansas
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Nevada
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Kentucky
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,Montana
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,Michigan
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Utah
12,NA,NA,NA,NA,Montana
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Delaware
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,New Mexico
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Pennsylvania
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Ohio
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Louisiana
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Tennessee
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Wisconsin
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Arkansas
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Hawaii
12,NA,NA,NA,NA,West Virginia
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Connecticut
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Illinois
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Missouri
12,NA,NA,NA,NA,Oklahoma
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Indiana
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,New York
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Rhode Island
12,NA,NA,NA,NA,South Carolina
12,NA,NA,NA,NA,Alabama
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Oregon
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Maine
12,NA,NA,NA,NA,Colorado
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Florida
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,California
12,NA,NA,NA,NA,Georgia
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Texas
12,NA,NA,NA,NA,Arizona
12,NA,NA,NA,NA,North Carolina
12,NA,NA,NA,NA,Nebraska
12,NA,NA,NA,NA,Arizona
